Age,Education,Marital_Status,Income,Spending,Loyalty_Duration,Children,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,WebPurchaes,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Income_group,Age_group,Loyalty_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment,Total_Spending_segment
39,Postgraduate,In relationship,92163.0,2086,22.033333333333335,0,25,817,183,797,106,163,20,0,5,11,5,2,High income,Adult,Loyal customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
49,Postgraduate,Alone,69882.0,1478,10.933333333333334,0,94,292,127,635,132,127,165,1,3,7,9,1,High income,Mature,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
37,Postgraduate,In relationship,33178.0,49,8.233333333333333,1,9,12,6,2,11,2,16,1,1,0,3,4,Low income,Adult,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
42,Postgraduate,In relationship,59973.0,382,12.933333333333334,0,47,130,30,168,20,34,0,1,3,4,7,1,Medium to high income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
39,Postgraduate,In relationship,17459.0,69,12.666666666666666,1,12,6,4,16,3,10,30,3,3,1,2,7,Low income,Adult,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
45,Postgraduate,Alone,23910.0,67,23.6,1,80,16,12,18,7,1,13,1,2,0,3,7,Low income,Adult,Loyal customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
45,Postgraduate,In relationship,42169.0,30,11.666666666666666,2,20,19,0,9,0,0,2,2,1,0,3,8,Low to medium income,Adult,Discovering customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
36,Postgraduate,In relationship,26224.0,63,16.233333333333334,1,39,4,7,15,13,9,15,3,2,1,3,6,Low income,Adult,Experienced customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
33,Postgraduate,In relationship,31089.0,79,25.933333333333334,1,57,31,3,31,2,8,4,3,3,0,4,8,Low income,Adult,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
53,Postgraduate,Alone,30081.0,42,19.666666666666668,1,27,36,0,2,0,0,4,1,1,0,3,7,Low income,Mature,Experienced customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
54,Postgraduate,In relationship,62807.0,819,25.466666666666665,1,83,526,28,135,10,21,99,3,5,3,12,5,Medium to high income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
59,Postgraduate,Alone,72906.0,1151,12.733333333333333,0,79,400,32,519,71,75,54,1,3,4,9,1,High income,Mature,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
66,Postgraduate,In relationship,61467.0,594,22.133333333333333,2,69,410,16,114,0,5,49,3,5,2,10,5,Medium to high income,Senior,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer
48,Postgraduate,In relationship,49618.0,129,20.533333333333335,2,77,80,3,26,4,2,14,4,3,1,3,7,Low to medium income,Mature,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
28,Postgraduate,Alone,21888.0,213,21.466666666666665,1,15,88,10,46,2,3,64,4,5,1,2,10,Low income,Young,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer,Frequent consumer
41,Postgraduate,Alone,42429.0,67,7.833333333333333,1,99,55,0,6,2,0,4,2,1,1,3,5,Low to medium income,Adult,New customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
58,Postgraduate,Alone,26150.0,28,19.066666666666666,3,61,5,1,13,3,5,1,1,1,0,3,7,Low income,Mature,Experienced customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
39,Undergraduate,In relationship,30801.0,45,23.6,1,23,8,4,5,15,2,11,2,1,0,3,7,Low income,Adult,Loyal customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
49,Postgraduate,In relationship,81168.0,1193,5.0,0,84,410,0,592,147,22,22,1,6,4,7,3,High income,Mature,New customers,Frequent consumer,Non consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
45,Postgraduate,Alone,26877.0,268,13.7,0,74,101,13,76,20,18,40,2,3,1,6,6,Low income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
70,Postgraduate,Alone,45006.0,266,14.766666666666667,0,90,162,25,53,16,0,10,1,3,1,7,3,Low to medium income,Senior,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer
41,Undergraduate,In relationship,18978.0,37,22.066666666666666,1,41,2,8,1,4,7,15,1,1,0,3,8,Low income,Adult,Loyal customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
47,Postgraduate,In relationship,22574.0,37,11.366666666666667,3,28,25,0,8,2,0,2,2,2,0,3,7,Low income,Mature,Discovering customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
45,Postgraduate,Alone,48240.0,882,23.133333333333333,0,73,389,91,248,64,49,41,3,6,3,13,5,Low to medium income,Adult,Loyal customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
40,Postgraduate,In relationship,45837.0,373,14.5,2,88,215,13,87,17,17,24,5,6,2,5,7,Low to medium income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
49,Postgraduate,Alone,35791.0,35,17.2,3,94,27,0,5,0,0,3,2,1,0,3,8,Low to medium income,Mature,Experienced customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
38,Postgraduate,In relationship,162397.0,107,16.266666666666666,2,31,85,1,16,2,1,2,0,0,0,1,1,High income,Adult,Experienced customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
36,Postgraduate,Alone,54162.0,42,18.833333333333332,2,31,5,6,10,6,5,10,1,1,0,3,4,Medium to high income,Adult,Experienced customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
54,Postgraduate,In relationship,30522.0,326,25.933333333333334,1,6,179,8,83,19,11,26,5,1,2,9,2,Low income,Mature,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
53,Postgraduate,In relationship,54456.0,404,15.0,1,23,352,0,27,10,0,15,3,6,1,7,6,Medium to high income,Mature,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
43,Postgraduate,Alone,31632.0,95,14.9,0,92,17,8,12,11,15,32,1,2,1,2,7,Low income,Adult,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
65,Postgraduate,Alone,72298.0,939,6.933333333333334,0,52,625,35,169,58,17,35,1,4,3,6,1,High income,Mature,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
36,Postgraduate,Alone,36975.0,33,9.333333333333334,1,50,10,6,11,0,4,2,1,1,0,3,7,Low to medium income,Adult,Discovering customers,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer
59,Postgraduate,In relationship,72635.0,981,16.266666666666666,0,54,390,22,323,104,35,107,1,6,8,6,3,High income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
38,Postgraduate,In relationship,13624.0,36,20.733333333333334,1,93,10,2,15,2,1,6,2,2,0,3,6,Low income,Adult,Experienced customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
39,Postgraduate,Alone,84196.0,1237,16.266666666666666,1,56,215,63,507,231,31,190,1,8,4,7,3,High income,Adult,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
54,Postgraduate,In relationship,70971.0,1825,24.766666666666666,1,28,1001,17,572,93,125,17,7,11,11,5,7,High income,Mature,Loyal customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
37,Postgraduate,Alone,34487.0,103,25.266666666666666,2,94,19,18,33,24,1,8,3,3,0,3,9,Low income,Adult,Loyal customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
37,Postgraduate,Alone,28769.0,191,21.833333333333332,1,76,41,5,129,10,3,3,3,4,1,4,9,Low income,Adult,Loyal customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
44,Postgraduate,In relationship,69084.0,1586,10.633333333333333,1,43,1181,107,199,39,30,30,2,7,3,13,8,High income,Adult,Discovering customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
56,Postgraduate,In relationship,65488.0,963,3.7666666666666666,0,46,603,45,207,36,18,54,1,3,4,6,1,Medium to high income,Mature,New customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
44,Postgraduate,In relationship,62466.0,889,8.733333333333333,1,13,129,129,259,168,121,83,5,6,3,12,4,Medium to high income,Adult,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
54,Postgraduate,Alone,32218.0,93,7.7,0,27,10,24,15,13,1,30,1,2,1,3,7,Low income,Mature,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
41,Postgraduate,Alone,83917.0,1587,17.8,0,12,514,22,732,42,198,79,1,6,7,7,3,High income,Adult,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
52,Postgraduate,Alone,46102.0,16,6.933333333333334,3,3,14,0,1,0,0,1,1,1,0,2,7,Low to medium income,Mature,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer,Low consumer
62,Postgraduate,Alone,84574.0,1375,16.233333333333334,0,72,387,20,713,38,54,163,1,9,11,11,5,High income,Mature,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
52,Postgraduate,In relationship,56181.0,393,21.133333333333333,1,6,121,103,69,8,44,48,1,4,2,7,4,Medium to high income,Mature,Loyal customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
64,Postgraduate,Alone,63120.0,1477,24.533333333333335,1,53,965,69,279,54,41,69,5,8,4,9,7,Medium to high income,Mature,Loyal customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
43,Postgraduate,In relationship,73691.0,1179,11.066666666666666,1,58,707,21,250,85,43,73,2,6,2,8,2,High income,Adult,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
54,Postgraduate,In relationship,63381.0,1005,24.3,1,78,571,50,142,33,50,159,4,4,5,13,2,Medium to high income,Mature,Loyal customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
66,Postgraduate,In relationship,76140.0,1348,4.8,0,57,586,66,653,17,0,26,1,5,9,6,2,High income,Senior,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
55,Postgraduate,Alone,62859.0,1307,21.433333333333334,1,37,1063,89,102,16,12,25,4,9,4,6,6,Medium to high income,Mature,Loyal customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
50,Postgraduate,Alone,45906.0,486,17.166666666666668,1,20,305,3,27,4,3,144,2,5,4,4,5,Low to medium income,Mature,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer,Frequent consumer
67,Postgraduate,In relationship,77632.0,2252,19.1,0,73,1200,105,758,0,42,147,1,4,2,6,2,High income,Senior,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer,Biggest consumer
43,Postgraduate,In relationship,46463.0,235,13.733333333333333,2,56,163,2,40,8,11,11,7,3,1,6,6,Low to medium income,Adult,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
44,Postgraduate,In relationship,105471.0,1724,20.7,0,36,1009,181,104,202,21,207,0,9,8,13,3,High income,Adult,Experienced customers,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
44,Postgraduate,Alone,55282.0,235,9.833333333333334,1,9,125,6,73,8,4,19,1,3,1,6,4,Medium to high income,Adult,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
37,Postgraduate,In relationship,78710.0,1092,4.466666666666667,1,42,721,0,152,119,50,50,3,7,6,12,4,High income,Adult,New customers,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
56,Postgraduate,In relationship,66886.0,599,12.766666666666667,1,28,315,4,62,41,31,146,2,7,1,7,5,Medium to high income,Mature,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
54,Postgraduate,Alone,98777.0,2008,7.633333333333334,0,23,1000,19,711,125,115,38,0,4,6,9,1,High income,Mature,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
29,Postgraduate,In relationship,29103.0,48,25.6,1,38,16,0,17,6,3,6,2,1,0,3,9,Low income,Young,Loyal customers,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer
40,Postgraduate,In relationship,67445.0,1174,26.1,1,63,757,80,217,29,80,11,5,9,6,12,6,Medium to high income,Adult,Loyal customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
64,Postgraduate,In relationship,50616.0,67,5.8,1,71,30,2,25,0,1,9,1,1,1,4,2,Low to medium income,Mature,New customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer
59,Postgraduate,Alone,49431.0,365,26.4,1,9,219,3,100,26,0,17,2,7,1,5,8,Low to medium income,Mature,Loyal customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
39,Postgraduate,Alone,153924.0,6,7.966666666666667,0,81,1,1,1,1,1,1,0,0,0,0,0,High income,Adult,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
61,Postgraduate,In relationship,61278.0,165,9.1,1,87,111,3,28,2,6,15,2,3,1,4,6,Medium to high income,Mature,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
56,Postgraduate,In relationship,26490.0,210,24.733333333333334,0,92,45,47,52,21,20,25,2,3,1,5,6,Low income,Mature,Loyal customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
67,Postgraduate,In relationship,73059.0,1095,13.3,1,36,410,112,420,0,82,71,1,9,3,13,4,High income,Senior,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer,Biggest consumer
48,Postgraduate,Alone,46734.0,223,11.6,3,86,100,1,39,6,1,76,4,3,2,3,6,Low to medium income,Mature,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer,Frequent consumer
51,Postgraduate,In relationship,56253.0,597,22.2,1,83,509,0,65,7,11,5,4,7,2,9,6,Medium to high income,Mature,Loyal customers,Biggest consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
29,Postgraduate,In relationship,19986.0,22,10.8,1,74,3,6,5,0,2,6,1,0,0,3,7,Low income,Young,Discovering customers,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer,Low consumer,Low consumer
39,Postgraduate,Alone,58330.0,1064,9.433333333333334,1,87,445,53,213,104,98,151,1,6,4,13,4,Medium to high income,Adult,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
